source,target,weight
pour into mold,use coconut sugar,2
add to mixture,pour into mold,2
put over body,use eye cream,2
add water,use exfoliant,2
use exfoliant,use scrub,2
fill with soil,put in container,2
add cup of blueberry,add sprinkle of hemp seed,3
add teaspoon of maple syrup,put in refrigerator,2
clean food from container,use cleanser,2
use cleanser,use oil,2
use cleanser,use glass container,2
close balm jar,use for lip,2
throw in bag,use for lip,2
add sugar,condition hair,2
add coconut oil,use part,2
add sugar,use part,2
use part,wash body,2
add coconut oil,wash body,2
use foam,use skewer,2
put on top,use foam,2
add ingredient,use coffee,2
add drop of tea tree oil,add ingredient,2
add drop,add ingredient,2
add food coloring,use peppermint,3
add ingredient,use teaspoon,2
add to bath,use mason jar,4
add to bath,brew chamomile tea,2
fill with succulent,use house,2
fill with succulent,use shade,2
put in refrigerator,use wheat flour,2
use moisturizer,wear hair,2
use moisturizer,use serum,2
put in microwave,wear sock,3
put at bottom,put flower,2
put at bottom,raise over head,2
add water,put at bottom,2
add water,cut petal piece,3
add water,use rose,2
add water,use chocolate,4
use chocolate,write zero,2
add water,write zero,2
add cocoa powder,add oil,2
add ginger,add of cup,2
add ginger,add honey,3
combine cup water cornstarch in bowl,put in container,2
add of cayenne pepper,put cauliflower,2
massage kale,put cauliflower,2
boil for minute,put cauliflower,2
add ginger,add of cayenne pepper,2
add cup of pineapple,add of cayenne pepper,2
add of cayenne pepper,pack of layer,2
add food coloring,fill with sand,2
melt wax,put perfume,2
put perfume,use mason jar,2
add jasmine,put perfume,2
add jasmine,use water,2
use glass jar for makeup brush storage,use water,2
use baking soda,use epsom salt,2
add to bath,spray in room,3
add oil,spray in room,3
brew chamomile tea,spray in room,3
add oil,add to bath,2
add gelatin,put in tea bag,3
add gelatin,use agave,5
add gelatin,add packet,3
add gelatin,put on baking sheet,3
put movie,use face mask,3
put movie,use glove,3
put movie,use product,3
close balm jar,put movie,3
cover with saran wrap,put bow,3
add granny smith apple,cover with saran wrap,2
put bow,put on tree,2
add granny smith apple,put bow,2
put basket,put bow,2
add sugar,cut recipe in half,2
add peanut butter,cut recipe in half,2
add peanut butter,use syrup,2
add peanut butter,cook on stove,2
put bow,roll of note,2
drink wine,paint gold,2
add honey,use blender,2
use glove,wash body,2
hold to ribbon,use light,2
put on tree,use light,2
use extension cord,use light,2
add cinnamon,cook for hour,2
cook for hour,put cream on top,2
add sugar,bake pumpkin pie for minute,2
bake pumpkin pie for minute,cook for hour,2
bake pumpkin pie for minute,pull pie,2
bake pumpkin pie for minute,stick baking sheet in refrigerator,2
cover with saran wrap,use bread,2
cover with saran wrap,put on surface,2
cover with saran wrap,eat of roll,2
set face,use butter,2
use butter,use earth balance,2
put measurement in description,use butter,3
read print on tag,use towel,2
add cup of water,use almond milk,2
open bag of coffee,use almond milk,2
add honey,add sugar,3
add pop of color,fold jean,2
add to bowl,pour into mold,4
add to bowl,put in container,2
add tablespoon of apple cider vinegar,use clay,2
add water,use clay,2
add water,remove residue on towel,2
use castor oil,use mascara,2
add bay leave,add tomato,2
chop onion,massage kale,3
add rosemary,massage kale,3
add water,massage kale,2
massage kale,put in crock pot,2
add cheese,use almond milk,3
add popcorn goody,add tomato,2
add tomato,cook on side,2
open bag,use toilet paper roll,2
use for while,use toilet paper roll,2
add water,wash body,2
add water,pour into container,2
add water,use paper towel,3
pour into container,use paper towel,6
pour into container,remove residue on towel,2
remove residue on towel,use paper towel,3
clean pot,use paper towel,2
raise under mistletoe,use aluminum sheet on clothe pin,2
put in ziploc bag,use aluminum sheet on clothe pin,2
add dressing,use ingredient,2
put on top,use salsa,2
pour dressing into cup,put on top,3
put on top,put tape cross,3
add boiling water,cut pool noodle around container,2
add boiling water,add carrot,2
add boiling water,add flavor,2
add boiling water,add quarter teaspoon of cinnamon,2
pack of layer,pack suitcase,2
pack of layer,throw in car,2
pack of layer,sleep on side,2
pack of layer,pull masterpiece,2
add onto baking dish,add velcro,2
add velcro,use magnet,2
add velcro,put side,2
add velcro,put trade,2
pack lunch,put in ziploc bag,2
pack lunch,use brie cheese,2
put grocery,put trash bag,3
hold of camping gear,put trash bag,6
put trash bag,work for car,3
empty trash,put trash bag,3
put trash bag,stick in car,3
pack car,put trash bag,6
empty trash,hold of camping gear,2
hold of camping gear,use bag,3
hold of camping gear,stick in car,2
hold of camping gear,pack car,3
stick in car,use bag,2
pack car,stick in car,2
pay dollar,use potty,2
add to bowl,use color,2
add to bowl,remove residue on towel,3
add to bowl,knead spoon around bowl,3
use toilet paper roll,wrap wax around pencil,2
massage into skin,use dr,2
massage into skin,use brush,3
use brush,use enzyme cleaner,2
put towel onto face,use brush,2
remove of water,use moisturizer,2
use moisturizer,whip favorite,2
use light,use moisturizer,2
use light,whip favorite,2
iron clothe,use steamer,3
iron clothe,use space,3
fold jean,iron clothe,3
add tablespoon of balsamic vinegar,put in container,3
hold pound,put dryer sheet in glass jar,2
put dryer sheet in glass jar,stick onto wall,2
clean toilet,use ingredient,2
add lavender oil,use glass container,2
mix powder with water,use squeegee,2
clean bathtub,mix powder with water,2
brush tooth,mix powder with water,2
brush tooth,fill bath,2
add water,fill bath,2
clean floor,fill bath,2
add lemon olive oil,clean bathtub,2
use attachment,use hand mixer,2
use butter,use hand mixer,2
put into waffle,use recipe,2
add garlic,add granny smith apple,2
add apple,add garlic,2
add garlic,add vegetable,2
cook for minute,paint pumpkin,2
attach animal to lid,paint pumpkin,2
use brow gel,use eyeliner,2
add to look,use eyeliner,2
use emoji in top,use eyeliner,2
add curl,brush hair,5
brush tooth,put in refrigerator,3
brush tooth,use combination,2
fill banana with water,use guacamole,2
put in ziploc bag,remove bowl from,2
put in ziploc bag,squeeze muscle,2
roll dough,use monkey hook,2
put on baking sheet,roll dough,2
cut into slice,cut part,2
cut into slice,put on baking sheet,2
cook for hour,cut into slice,2
add bean to frying pan,eat fish,2
eat fish,put salmon on top,2
add rosemary,eat fish,2
eat fish,eat food,2
drink water,wear sunscreen,2
use coconut sugar,use in morning,2
clean makeup brush,use cleanser,2
clean makeup brush,wear makeup,2
add to bath,clean makeup brush,2
clean floor,mop bathroom,3
clean cutting board,clean dish,2
use coconut oil,use mineral oil,2
cover seam,use coconut oil,2
use coconut oil,use glove,2
add water,cut in half,2
add water,clean makeup brush,2
add water,load dishwasher at night,2
use sponge,use towel,2
add water,use for lavender creme brulee,2
open door,put in bathroom,2
put in bathroom,put in purse,2
put in drawer,use in shower,2
use in shower,wash knob in water,2
put skincare product,use in shower,2
put skincare product,use oil,3
add on top,use oil,2
spray in area,use oil,2
put dot,use mascara,2
cover baby with chalkboard paint,wear bra,3
cover baby with chalkboard paint,fold corner,3
put piece of wood,use towel,4
lay towel,put piece of wood,2
add lavender oil,use towel,3
sprinkle on mattress,use towel,2
use hand mixer,use ingredient,2
drink water,put phone,2
put in freezer,put popsicle stick,2
use dr,use razor,2
put in refrigerator,use wipe on eye,2
add plum,wear makeup,3
add acorn,use moisturizer,4
pack for trip,use steamer,2
pack of layer,use steamer,4
pack for trip,pack of layer,2
add rain,pack of layer,3
use cleaner,use silicone mat,2
clean vacuum,clean wall,2
clean wall,use cleaner,2
clean car,clean wall,2
add food coloring,use vanilla extract,4
pour color at time,put in cellophane,2
pour color at time,wrap gift,2
cook on stove,put in microwave,2
cook on stove,slice zucchini,2
add pepper flake,add salt,2
add feta cheese,add pepper flake,2
add peanut butter,use lime,3
use almond butter,use lime,3
add cup of pea,slice zucchini,2
add cup of pea,add onion,2
add broccoli,add onion,2
clean floor,vacuum rug,2
put in house,use lemon,2
light candle,use lemon,4
add oil,put hair,2
brush hair,wash knob in water,2
add curl,use diffuser,2
add curl,use hairdryer,2
add curl,use iron,3
pour water,wash face,2
add bit,wash face,2
add acorn,pour water,2
add acorn,add bit,2
use falsie,use mascara,3
fill brow,use palette,6
add drop of tea tree oil,melt over boiler,2
add drop of tea tree oil,use grape,2
clean baseboard,close balm jar,2
put in refrigerator,use coconut oil,2
add ingredient,use air,2
add barrier,add ingredient,2
add ingredient,shave leg,2
add eucalyptus,add ingredient,2
add barrier,use hand mixer,2
shave leg,use hand mixer,2
add eucalyptus,use hand mixer,2
add cocoa powder,put in container,2
put marinara sauce,work to guyse advantage,2
put marinara sauce,use bon ami,2
put marinara sauce,use cup of cherry tomato,2
add tomato,put marinara sauce,2
put in freezer,put watermelon on top,2
add on top,put in freezer,2
use fruit,use yogurt,2
add of cup,use fruit,2
use coconut yogurt,use fruit,2
cover with saran wrap,use callus remover,2
put foot,use callus remover,2
remove liner,use callus remover,2
pay money,use callus remover,2
paint nail,use glove,2
use mouthwash,wash in morning,2
use oil on skin,wash face,2
use eye cream,use eye drop,2
fight inflammation,wash hand,2
add spice,massage kale,2
add broccoli,massage kale,2
drink tea,massage kale,2
fix bed,use pillow,3
use pillow,use water,3
throw in water,use pillow,2
use mason jar,use soap,3
add oil,use mason jar,3
use in spa,use mason jar,2
add peanut butter,rip radicchio,2
add cup of quinoa,poke hole,2
add cup of quinoa,put in microwave,2
add chicken,add cup of quinoa,3
eat fish,use pinto bean,2
put on taco,use pinto bean,2
pull hair,wash hair,2
use foundation,use moisturizer,2
put lipstick,use lip liner,2
add witch hazel,use oil,2
put cup,put sugar,2
put on skin,use mask,2
read magazine,use mask,2
add glue,mow lawn,2
shave leg,use paint sponge,2
shave leg,use dyson,2
shave leg,use exfoliant,2
open pore,use chemical,3
cut sun in corner,open pore,3
open pore,pour into bowl,3
use mrs meyer,use retinol,2
use retinol,work for skin,2
put on eye,use shave cream,2
use baking soda,use shave cream,2
add ingredient,use shave cream,2
clean house,use product,2
add oil,clean lego,2
clean countertop,clean lego,2
clean lego,use glass container,2
add oil,clean countertop,2
clean countertop,use oil,2
pack snack,use berry,2
eat vegetable,pack snack,2
add bit,cut top,2
add bit,put in oven,2
add bit,roll dough,2
add bit,add gelatin,2
add bit,stack pan,2
stir cereal,use vanilla extract,2
add pretzel,stir cereal,2
add cup of rice,stir cereal,2
stir cereal,use chocolate chip,2
stick into bag,stir cereal,2
add soap coloring,use around kid,2
add soap coloring,wash body,2
add to bath,put in refrigerator,2
add food coloring,pack with fiber,2
use head,wash hair,5
use shampoo,use spray,2
use for lip,use mascara,3
add to bowl,use lemon,6
use basmati rice,use lemon,4
add to bowl,use basmati rice,2
add to bowl,remove with spoon,2
add to bowl,remove inside,2
remove with spoon,use lemon,3
remove inside,use lemon,3
put in refrigerator,use lemon,2
set for hour,use lemon,2
put on blemish,use concealer,2
scrape of food,use concealer,2
fill eyebrow,scrape of food,2
carve lantern face,cover logo,2
cut hair,use cream,2
use brush,use palette,2
fill brow,put stuff,2
paint coat,use tape,2
read book,use cleanser,2
massage into skin,put on skin,2
rub around stomach,use oil,2
put knob,use oil,2
remove rubber band,use over body,2
put in ziploc bag,roll into ball,2
use clay,wear makeup,2
wear jean,wear makeup,2
throw workout pant,wear makeup,2
boil egg,use fruit,2
boil egg,eat fruit,4
eat fruit,put in refrigerator,2
boil egg,put in refrigerator,2
boil egg,cut top of oatmeal container,2
add lavender oil,put vase with hydrangea,2
add lavender oil,use leave,2
curl hair,put shoe,2
remove liner,use cream,2
use face mask,use water,2
put in smoothie,use ingredient,2
open closet,open door,2
open closet,wear short,2
use label maker,wear short,2
put shoe,wear short,2
put shoe,use label maker,4
put hanger,wear sunglass,2
use body lotion,use glove,3
use bottle,use coconut sugar honey maple syrup,2
use coconut sugar honey maple syrup,use mask,2
use head for dandruff,use towel,2
use shampoo,use towel,2
use conditioner,use towel,2
dab hair,use towel,2
brush tooth,use towel,2
cut hair,use towel,2
put serum throughout hair,use towel,2
cook rice,eat fish,2
cook rice,use basmati rice,2
add olive oil,cut in half,2
add olive oil,use oil,2
add olive oil,put salmon on top,2
cover area,use foundation,2
cover area,use concealer,3
fill space,use ostia pencil,2
fill brow,fill space,3
curl eyelash,open eye,2
curl eyelash,use for year,2
use for day,wear sunscreen,2
wear sunscreen,work at night,2
fill brow,use ostia pencil,3
fill brow,put on eye,2
put on eye,use palette,2
use eyeliner,use palette,2
use iron,use shampoo,3
curl hair,use shampoo,2
burn hand,put tea light candle,2
add scent into room,burn hand,2
put in bathroom,use lemon,2
add coconut oil,use face mask,2
use alternative,use foot cream,2
use foot cream,use glove,2
brush hair,use towel,2
hold hair,use towel,2
fill brow,use elf eyebrow kit,2
use elf eyebrow kit,use rim liner,2
fill brow,use rim liner,5
put on eyelid,use rim liner,4
use mascara,use rim liner,4
use as highlighter,use concealer,2
cook in pot,use concealer,2
remove crayon from surface,use brush,2
use amount,use brush,2
use brush,use falsie,2
